,airline,dep_time,from,time_taken,stop,arr_time,to,price,class
138406,Vistara,13:40,Delhi,30h 15m,2+-stop,19:55,Kolkata,"16,291",0.0
138407,Indigo,09:55,Chennai,01h 10m,non-stop,11:05,Hyderabad,"3,520",0.0
138408,Indigo,06:05,Bangalore,07h 40m,1-stop,13:45,Mumbai,"7,005",0.0
138412,Vistara,20:40,Delhi,24h 15m,1-stop,20:55,Hyderabad,"9,945",0.0
138422,Air India,08:10,Delhi,12h 50m,1-stop,21:00,Bangalore,"16,245",0.0
138430,Air India,17:00,Chennai,25h 00m,1-stop,18:00,Mumbai,"10,643",0.0
138432,Air India,17:15,Kolkata,02h 50m,non-stop,20:05,Mumbai,"5,599",0.0
138438,Air India,17:30,Bangalore,14h 30m,1-stop,08:00,Chennai,"8,224",0.0
138441,Air India,20:15,Delhi,23h 50m,1-stop,20:05,Mumbai,"12,990",0.0
138455,Vistara,14:00,Mumbai,07h 10m,1-stop,21:10,Delhi,"13,398",0.0
138458,Air India,06:05,Delhi,09h 45m,1-stop,15:50,Mumbai,"6,438",0.0
138459,Air India,13:25,Mumbai,27h 20m,1-stop,16:45,Delhi,"26,103",0.0
138461,Air India,15:15,Bangalore,17h 45m,1-stop,09:00,Delhi,"6,467",0.0
138463,Indigo,14:20,Mumbai,04h 55m,1-stop,19:15,Chennai,"15,446",0.0
138469,Indigo,14:00,Bangalore,02h 45m,non-stop,16:45,Delhi,"4,653",0.0
138487,Vistara,06:30,Delhi,13h 25m,2+-stop,19:55,Chennai,"27,270",0.0
138494,Indigo,09:40,Delhi,08h 50m,1-stop,18:30,Bangalore,"10,768",0.0
138495,Air India,11:20,Chennai,11h 40m,1-stop,23:00,Delhi,"11,238",0.0
138497,Air India,18:25,Bangalore,26h 40m,1-stop,21:05,Hyderabad,"10,429",0.0
138498,Air India,22:15,Hyderabad,01h 40m,non-stop,23:55,Mumbai,"12,118",0.0
138499,GO FIRST,08:15,Chennai,08h 10m,1-stop,16:25,Bangalore,"11,883",0.0
138509,Air India,07:35,Bangalore,25h 20m,1-stop,08:55,Delhi,"3,674",0.0
138510,Air India,20:55,Mumbai,24h 25m,1-stop,21:20,Chennai,"12,710",0.0
138517,Air India,20:40,Delhi,13h 15m,1-stop,09:55,Hyderabad,"21,915",0.0
138526,Air India,11:20,Hyderabad,12h 15m,1-stop,23:35,Chennai,"4,964",0.0
138531,Indigo,08:05,Bangalore,01h 50m,non-stop,09:55,Mumbai,"10,743",0.0
138541,Vistara,09:45,Chennai,23h 05m,1-stop,08:50,Bangalore,"13,258",0.0
138548,Air India,18:30,Delhi,25h 20m,1-stop,19:50,Bangalore,"7,472",0.0
138550,Vistara,10:15,Kolkata,11h 45m,1-stop,22:00,Mumbai,"11,109",0.0
138570,Vistara,13:25,Hyderabad,09h 55m,1-stop,23:20,Bangalore,"12,033",0.0
138572,Air India,06:10,Mumbai,28h 30m,1-stop,10:40,Chennai,"22,471",0.0
138574,GO FIRST,11:30,Mumbai,08h 50m,1-stop,20:20,Delhi,"13,347",0.0
138583,Air India,06:10,Chennai,30h 00m,1-stop,12:10,Kolkata,"30,978",0.0
138610,Vistara,13:40,Delhi,21h 50m,1-stop,11:30,Mumbai,"9,105",0.0
138611,Vistara,12:55,Hyderabad,10h 10m,1-stop,23:05,Chennai,"9,623",0.0
138613,Indigo,06:55,Mumbai,05h 35m,1-stop,12:30,Chennai,"1,890",0.0
138616,Indigo,13:00,Chennai,05h 00m,1-stop,18:00,Hyderabad,"5,410",0.0
138622,Air India,14:55,Chennai,33h 00m,2+-stop,23:55,Delhi,"13,089",0.0
138627,Air India,07:00,Kolkata,16h 35m,2+-stop,23:35,Hyderabad,"12,894",0.0
138635,Air India,15:30,Kolkata,31h 55m,1-stop,23:25,Mumbai,"7,522",0.0
138644,Air India,12:10,Delhi,07h 30m,1-stop,19:40,Chennai,"17,715",0.0
138654,Air India,12:10,Delhi,07h 55m,1-stop,20:05,Mumbai,"8,102",0.0
138661,GO FIRST,06:05,Mumbai,10h 25m,1-stop,16:30,Kolkata,"9,723",0.0
138665,Indigo,22:55,Bangalore,08h 50m,1-stop,07:45,Hyderabad,"3,182",0.0
138666,Air India,20:20,Chennai,12h 45m,1-stop,09:05,Mumbai,"5,092",0.0
138673,GO FIRST,06:05,Hyderabad,01h 50m,non-stop,07:55,Kolkata,"7,024",0.0
138674,Vistara,07:55,Bangalore,08h 25m,2+-stop,16:20,Chennai,"18,035",0.0
138675,Vistara,12:20,Bangalore,24h 15m,2+-stop,12:35,Hyderabad,"8,806",0.0
138708,Air India,06:00,Hyderabad,10h 45m,1-stop,16:45,Bangalore,"5,223",0.0
138715,Vistara,20:35,Delhi,12h 15m,1-stop,08:50,Bangalore,"9,945",0.0
138716,Air India,17:00,Chennai,19h 50m,1-stop,12:50,Mumbai,"5,617",0.0
138717,Indigo,12:45,Bangalore,06h 55m,1-stop,19:40,Mumbai,"16,739",0.0
138719,Vistara,20:30,Chennai,21h 35m,1-stop,18:05,Delhi,"13,023",0.0
138720,Air India,11:35,Kolkata,36h 00m,2+-stop,23:35,Hyderabad,"10,545",0.0
138722,GO FIRST,10:30,Delhi,08h 00m,1-stop,18:30,Mumbai,"7,601",0.0
138725,Air India,19:10,Delhi,26h 05m,1-stop,21:15,Mumbai,"3,897",0.0
138743,Vistara,13:25,Hyderabad,09h 15m,1-stop,22:40,Bangalore,"19,573",0.0
138749,Indigo,08:30,Mumbai,07h 05m,2+-stop,15:35,Kolkata,"9,045",0.0
138757,Air India,13:00,Kolkata,21h 15m,1-stop,10:15,Delhi,"6,339",0.0
138759,GO FIRST,08:35,Kolkata,07h 50m,1-stop,16:25,Bangalore,"14,101",0.0
138777,Indigo,09:20,Bangalore,10h 35m,1-stop,19:55,Delhi,"4,071",0.0
138778,Indigo,09:15,Bangalore,03h 55m,1-stop,13:10,Hyderabad,"11,620",0.0
138781,Air India,20:45,Hyderabad,01h 30m,non-stop,22:15,Bangalore,"7,131",0.0
138782,Vistara,12:25,Mumbai,21h 10m,1-stop,09:35,Kolkata,"10,058",0.0
138785,Indigo,09:55,Chennai,09h 20m,1-stop,19:15,Kolkata,"8,696",0.0
138787,Indigo,08:55,Bangalore,09h 30m,1-stop,18:25,Delhi,"5,350",0.0
138788,Indigo,07:15,Kolkata,08h 10m,1-stop,15:25,Delhi,"11,860",0.0
138793,Air India,18:35,Mumbai,14h 20m,2+-stop,08:55,Chennai,"7,298",0.0
138795,GO FIRST,15:00,Mumbai,09h 30m,1-stop,00:30,Hyderabad,"12,873",0.0
138799,Air India,20:20,Chennai,16h 10m,1-stop,12:30,Bangalore,"14,808",0.0
138802,Vistara,20:40,Delhi,15h 35m,1-stop,12:15,Hyderabad,"5,759",0.0
138805,Vistara,21:50,Delhi,14h 00m,1-stop,11:50,Chennai,"8,597",0.0
138817,Vistara,17:40,Delhi,24h 05m,2+-stop,17:45,Bangalore,"15,336",0.0
138819,Vistara,09:05,Mumbai,12h 30m,1-stop,21:35,Delhi,"13,556",0.0
138821,Vistara,12:50,Delhi,07h 05m,1-stop,19:55,Kolkata,"7,504",0.0
138822,Vistara,08:50,Delhi,08h 55m,1-stop,17:45,Bangalore,"10,785",0.0
138824,Vistara,14:15,Delhi,07h 35m,1-stop,21:50,Mumbai,"14,933",0.0
138828,Vistara,20:25,Kolkata,18h 35m,1-stop,15:00,Mumbai,"8,555",0.0
138829,Vistara,10:15,Kolkata,12h 25m,2+-stop,22:40,Bangalore,"8,636",0.0
138833,Vistara,20:25,Hyderabad,23h 10m,1-stop,19:35,Kolkata,"5,810",0.0
138835,Air India,17:00,Chennai,27h 00m,1-stop,20:00,Mumbai,"25,833",0.0
138842,Vistara,18:30,Mumbai,21h 50m,1-stop,16:20,Chennai,"10,264",0.0
138846,Air India,09:00,Chennai,25h 40m,1-stop,10:40,Kolkata,"10,756",0.0
138853,Vistara,10:15,Kolkata,13h 05m,1-stop,23:20,Bangalore,"11,853",0.0
138857,Vistara,22:45,Mumbai,19h 20m,1-stop,18:05,Kolkata,"12,557",0.0
138864,Indigo,23:35,Kolkata,06h 55m,1-stop,06:30,Hyderabad,"5,699",0.0
138877,Indigo,10:00,Delhi,02h 10m,non-stop,12:10,Kolkata,"7,530",0.0
138880,Air India,13:15,Delhi,04h 35m,1-stop,17:50,Mumbai,"7,425",0.0
138885,Vistara,08:30,Hyderabad,11h 25m,1-stop,19:55,Kolkata,"8,449",0.0
138888,Indigo,09:40,Hyderabad,02h 25m,non-stop,12:05,Delhi,"4,873",0.0
138897,Vistara,10:20,Hyderabad,23h 35m,1-stop,09:55,Chennai,"4,639",0.0
138907,Air India,19:00,Delhi,15h 55m,1-stop,10:55,Chennai,"4,881",0.0
138914,Vistara,20:35,Delhi,12h 15m,1-stop,08:50,Bangalore,"10,575",0.0
138916,Vistara,17:40,Hyderabad,14h 55m,1-stop,08:35,Kolkata,"13,903",0.0
138918,Vistara,10:25,Kolkata,11h 10m,1-stop,21:35,Delhi,"19,915",0.0
138923,Air India,13:20,Bangalore,19h 35m,1-stop,08:55,Chennai,"6,024",0.0
138925,Air India,07:05,Mumbai,25h 50m,1-stop,08:55,Bangalore,"9,779",0.0
138931,Air India,09:40,Kolkata,23h 15m,1-stop,08:55,Chennai,"7,763",0.0
138941,Air India,06:55,Kolkata,16h 40m,1-stop,23:35,Hyderabad,"6,901",0.0
138942,Air India,10:55,Delhi,05h 40m,1-stop,16:35,Mumbai,"17,967",0.0
138946,Indigo,14:20,Mumbai,01h 45m,non-stop,16:05,Bangalore,"10,668",0.0
138953,Air India,12:40,Bangalore,34h 55m,2+-stop,23:35,Hyderabad,"7,920",0.0
138956,Air India,13:00,Kolkata,19h 55m,1-stop,08:55,Bangalore,"13,873",0.0
138960,Vistara,21:40,Bangalore,11h 10m,1-stop,08:50,Chennai,"4,792",0.0
138963,Indigo,10:30,Mumbai,02h 00m,non-stop,12:30,Chennai,"4,158",0.0
138966,Air India,07:45,Kolkata,11h 35m,2+-stop,19:20,Hyderabad,"7,353",0.0
138968,Indigo,07:30,Kolkata,02h 50m,non-stop,10:20,Mumbai,"8,379",0.0
138969,Air India,21:30,Mumbai,22h 35m,1-stop,20:05,Bangalore,"10,820",0.0
138971,Air India,14:55,Chennai,31h 35m,1-stop,22:30,Bangalore,"15,228",0.0
138973,Vistara,07:10,Kolkata,26h 45m,1-stop,09:55,Chennai,"13,014",0.0
138975,Indigo,16:25,Mumbai,05h 35m,1-stop,22:00,Kolkata,"11,666",0.0
138979,Air India,06:30,Hyderabad,11h 45m,1-stop,18:15,Mumbai,"3,918",0.0
138988,Indigo,07:15,Kolkata,08h 10m,1-stop,15:25,Delhi,"9,907",0.0
138992,Indigo,17:15,Delhi,02h 10m,non-stop,19:25,Mumbai,"8,685",0.0
138996,Air India,16:55,Delhi,02h 15m,non-stop,19:10,Kolkata,"7,215",0.0
139006,Indigo,19:15,Mumbai,05h 05m,1-stop,00:20,Delhi,"10,091",0.0
139008,Air India,09:55,Chennai,13h 40m,1-stop,23:35,Hyderabad,"4,294",0.0
139011,Vistara,07:30,Delhi,12h 50m,1-stop,20:20,Mumbai,"18,345",0.0
139013,Vistara,20:40,Delhi,02h 10m,non-stop,22:50,Mumbai,"6,690",0.0
139014,Vistara,06:40,Bangalore,11h 25m,1-stop,18:05,Kolkata,"16,570",0.0
139016,Air India,20:00,Delhi,24h 45m,1-stop,20:45,Mumbai,"4,212",0.0
139023,Air India,08:15,Chennai,12h 35m,1-stop,20:50,Bangalore,"6,139",0.0
139030,Vistara,15:20,Kolkata,25h 00m,1-stop,16:20,Chennai,"20,349",0.0
139036,Indigo,11:50,Chennai,07h 25m,1-stop,19:15,Mumbai,"11,972",0.0
139046,Air India,13:20,Bangalore,19h 35m,1-stop,08:55,Chennai,"14,524",0.0
139050,Vistara,17:35,Delhi,28h 15m,1-stop,21:50,Mumbai,"14,093",0.0
139051,Vistara,18:25,Bangalore,17h 50m,1-stop,12:15,Hyderabad,"11,059",0.0
139056,Vistara,08:30,Hyderabad,07h 30m,1-stop,16:00,Bangalore,"17,158",0.0
139074,Air India,08:15,Chennai,28h 40m,1-stop,12:55,Delhi,"11,448",0.0
139087,Indigo,16:55,Hyderabad,07h 15m,1-stop,00:10,Kolkata,"11,458",0.0
139100,Vistara,17:30,Mumbai,15h 35m,1-stop,09:05,Hyderabad,"9,198",0.0
139113,Vistara,20:40,Delhi,23h 15m,1-stop,19:55,Kolkata,"7,910",0.0
139115,Air India,09:00,Mumbai,10h 50m,1-stop,19:50,Delhi,"5,103",0.0
139119,Air India,13:25,Mumbai,27h 20m,1-stop,16:45,Delhi,"17,388",0.0
139122,Air India,12:55,Delhi,06h 20m,1-stop,19:15,Mumbai,"6,754",0.0
139129,Air India,18:00,Mumbai,14h 55m,1-stop,08:55,Bangalore,"6,502",0.0
139138,Vistara,14:40,Mumbai,08h 05m,1-stop,22:45,Chennai,"5,578",0.0
139147,Vistara,20:35,Kolkata,15h 15m,1-stop,11:50,Chennai,"26,229",0.0
139148,Vistara,18:25,Bangalore,22h 30m,1-stop,16:55,Kolkata,"26,442",0.0
139157,GO FIRST,22:20,Kolkata,07h 55m,1-stop,06:15,Bangalore,"6,488",0.0
139162,Indigo,16:05,Hyderabad,05h 35m,1-stop,21:40,Chennai,"5,850",0.0
139165,Air India,14:10,Kolkata,18h 35m,1-stop,08:45,Delhi,"7,900",0.0
139166,Air India,10:25,Kolkata,13h 10m,1-stop,23:35,Hyderabad,"6,062",0.0
139169,Indigo,13:05,Chennai,07h 35m,1-stop,20:40,Kolkata,"3,219",0.0
139175,Air India,05:30,Delhi,08h 15m,1-stop,13:45,Chennai,"15,632",0.0
139179,Indigo,21:50,Delhi,10h 00m,1-stop,07:50,Mumbai,"4,373",0.0
139180,Vistara,11:40,Delhi,08h 15m,1-stop,19:55,Kolkata,"14,355",0.0
139184,Indigo,05:15,Delhi,05h 05m,1-stop,10:20,Kolkata,"5,955",0.0
139186,Indigo,10:15,Mumbai,05h 40m,1-stop,15:55,Chennai,"1,890",0.0
139188,Air India,19:00,Kolkata,13h 55m,1-stop,08:55,Delhi,"4,459",0.0
139195,Indigo,10:10,Kolkata,07h 40m,1-stop,17:50,Delhi,"7,175",0.0
139204,Air India,08:15,Mumbai,09h 25m,1-stop,17:40,Delhi,"10,816",0.0
139209,Indigo,17:15,Delhi,06h 50m,1-stop,00:05,Kolkata,"9,861",0.0
139210,Indigo,06:45,Hyderabad,05h 45m,1-stop,12:30,Chennai,"5,220",0.0
139217,Vistara,11:30,Bangalore,09h 45m,1-stop,21:15,Mumbai,"20,509",0.0
139222,Air India,20:50,Hyderabad,25h 30m,1-stop,22:20,Kolkata,"12,118",0.0
139223,Vistara,09:45,Chennai,10h 55m,1-stop,20:40,Delhi,"14,283",0.0
139230,Indigo,08:00,Chennai,02h 25m,non-stop,10:25,Kolkata,"2,359",0.0
139232,Air India,07:35,Bangalore,15h 25m,1-stop,23:00,Delhi,"10,744",0.0
139237,Vistara,21:05,Chennai,25h 40m,1-stop,22:45,Kolkata,"13,122",0.0
139238,Indigo,12:45,Mumbai,07h 05m,2+-stop,19:50,Kolkata,"9,849",0.0
139242,Air India,13:00,Kolkata,25h 40m,1-stop,14:40,Delhi,"6,535",0.0
139243,Indigo,09:15,Mumbai,06h 00m,1-stop,15:15,Chennai,"9,518",0.0
139245,Indigo,16:05,Hyderabad,08h 35m,1-stop,00:40,Mumbai,"3,610",0.0
139247,Air India,12:40,Bangalore,08h 15m,1-stop,20:55,Delhi,"12,455",0.0
139261,Vistara,20:35,Hyderabad,23h 30m,1-stop,20:05,Mumbai,"12,747",0.0
139264,Air India,09:45,Delhi,29h 10m,1-stop,14:55,Bangalore,"4,041",0.0
139285,Vistara,09:45,Chennai,09h 50m,1-stop,19:35,Kolkata,"18,797",0.0
139296,Indigo,23:20,Kolkata,10h 45m,1-stop,10:05,Mumbai,"12,789",0.0
139302,Indigo,08:05,Kolkata,02h 20m,non-stop,10:25,Chennai,"3,229",0.0
139319,Vistara,12:15,Mumbai,10h 30m,2+-stop,22:45,Chennai,"22,113",0.0
139329,Indigo,13:05,Bangalore,06h 10m,1-stop,19:15,Kolkata,"21,296",0.0
139330,Indigo,08:30,Bangalore,11h 45m,1-stop,20:15,Kolkata,"7,005",0.0
139334,Air India,21:00,Bangalore,17h 30m,1-stop,14:30,Kolkata,"8,198",0.0
139335,Air India,12:00,Mumbai,24h 25m,1-stop,12:25,Hyderabad,"12,348",0.0
139342,Air India,08:00,Mumbai,25h 35m,1-stop,09:35,Kolkata,"13,926",0.0
139343,Air India,15:05,Delhi,20h 05m,1-stop,11:10,Bangalore,"4,230",0.0
139346,Indigo,05:30,Delhi,05h 30m,1-stop,11:00,Hyderabad,"11,835",0.0
139347,Vistara,19:45,Mumbai,12h 50m,1-stop,08:35,Kolkata,"14,028",0.0
139351,Air India,14:55,Chennai,24h 00m,1-stop,14:55,Bangalore,"15,963",0.0
139356,Air India,13:30,Kolkata,29h 30m,1-stop,19:00,Chennai,"5,284",0.0
139361,Indigo,15:55,Hyderabad,02h 15m,non-stop,18:10,Delhi,"7,183",0.0
139364,GO FIRST,10:35,Hyderabad,11h 35m,1-stop,22:10,Kolkata,"7,735",0.0
139373,Air India,16:25,Mumbai,24h 45m,1-stop,17:10,Delhi,"5,234",0.0
139388,Air India,20:40,Delhi,20h 25m,1-stop,17:05,Mumbai,"4,118",0.0
139397,Air India,19:00,Bangalore,26h 05m,1-stop,21:05,Hyderabad,"5,268",0.0
139398,Air India,05:45,Bangalore,07h 05m,1-stop,12:50,Mumbai,"9,277",0.0
139402,Vistara,07:10,Kolkata,02h 25m,non-stop,09:35,Delhi,"12,054",0.0
139419,Indigo,13:10,Chennai,12h 20m,1-stop,01:30,Kolkata,"22,630",0.0
139420,Vistara,19:50,Delhi,14h 25m,1-stop,10:15,Mumbai,"12,150",0.0
139422,Vistara,06:00,Mumbai,08h 10m,1-stop,14:10,Delhi,"6,956",0.0
139425,Indigo,08:05,Kolkata,09h 00m,1-stop,17:05,Hyderabad,"11,109",0.0
139430,Indigo,06:10,Bangalore,01h 10m,non-stop,07:20,Hyderabad,"4,863",0.0
139436,Air India,13:00,Kolkata,22h 55m,1-stop,11:55,Hyderabad,"7,596",0.0
139437,Vistara,14:45,Delhi,23h 45m,1-stop,14:30,Mumbai,"10,575",0.0
139444,Vistara,12:50,Delhi,08h 05m,1-stop,20:55,Bangalore,"11,520",0.0
139446,Air India,18:30,Delhi,20h 35m,1-stop,15:05,Mumbai,"24,225",0.0
139451,Air India,06:30,Hyderabad,14h 45m,1-stop,21:15,Mumbai,"8,236",0.0
139459,Vistara,06:50,Hyderabad,11h 15m,1-stop,18:05,Kolkata,"10,783",0.0
139463,Air India,05:45,Bangalore,28h 25m,1-stop,10:10,Mumbai,"9,277",0.0
139478,Vistara,12:50,Delhi,10h 15m,1-stop,23:05,Chennai,"12,360",0.0
139482,Indigo,17:30,Mumbai,06h 50m,1-stop,00:20,Delhi,"3,681",0.0
139484,Vistara,20:35,Kolkata,15h 15m,1-stop,11:50,Chennai,"13,728",0.0
139513,Indigo,08:00,Kolkata,13h 30m,2+-stop,21:30,Bangalore,"8,930",0.0
139516,Air India,18:25,Bangalore,04h 00m,1-stop,22:25,Mumbai,"9,327",0.0
139527,Air India,11:20,Chennai,29h 45m,2+-stop,17:05,Bangalore,"12,113",0.0
139528,Vistara,15:20,Kolkata,25h 40m,1-stop,17:00,Hyderabad,"7,020",0.0
139533,Vistara,08:30,Hyderabad,08h 25m,1-stop,16:55,Delhi,"5,502",0.0
139534,Indigo,11:30,Mumbai,05h 25m,1-stop,16:55,Bangalore,"12,191",0.0
139536,Air India,13:00,Hyderabad,23h 10m,1-stop,12:10,Kolkata,"12,740",0.0
139537,Indigo,11:20,Bangalore,09h 35m,1-stop,20:55,Hyderabad,"12,003",0.0
139540,Vistara,06:55,Chennai,15h 55m,1-stop,22:50,Mumbai,"4,393",0.0
139553,Air India,19:00,Delhi,20h 50m,1-stop,15:50,Mumbai,"4,863",0.0
139555,Indigo,19:10,Kolkata,03h 00m,non-stop,22:10,Mumbai,"9,639",0.0
139556,Vistara,13:25,Hyderabad,09h 20m,1-stop,22:45,Chennai,"4,110",0.0
139558,Air India,20:15,Mumbai,18h 05m,1-stop,14:20,Bangalore,"8,463",0.0
139561,Vistara,18:50,Bangalore,28h 10m,1-stop,23:00,Mumbai,"19,400",0.0
139571,Air India,06:10,Bangalore,16h 10m,1-stop,22:20,Kolkata,"7,109",0.0
139574,Indigo,12:30,Delhi,02h 55m,non-stop,15:25,Bangalore,"4,958",0.0
139576,Vistara,11:25,Mumbai,05h 40m,1-stop,17:05,Delhi,"15,288",0.0
139577,Indigo,14:00,Kolkata,09h 25m,1-stop,23:25,Mumbai,"13,585",0.0
139596,Indigo,06:35,Mumbai,05h 45m,1-stop,12:20,Delhi,"4,209",0.0
139597,Vistara,10:45,Chennai,24h 05m,1-stop,10:50,Bangalore,"12,318",0.0
139600,Air India,10:25,Kolkata,37h 00m,2+-stop,23:25,Mumbai,"15,135",0.0
139601,Vistara,12:15,Mumbai,07h 20m,2+-stop,19:35,Kolkata,"7,978",0.0
139610,Vistara,11:30,Bangalore,11h 25m,1-stop,22:55,Hyderabad,"12,544",0.0
139612,GO FIRST,08:00,Hyderabad,06h 45m,1-stop,14:45,Delhi,"24,981",0.0
139623,Indigo,04:50,Mumbai,07h 40m,1-stop,12:30,Chennai,"3,051",0.0
139626,Vistara,10:45,Chennai,12h 05m,2+-stop,22:50,Mumbai,"12,408",0.0
139637,Air India,15:30,Kolkata,27h 30m,1-stop,19:00,Chennai,"16,464",0.0
139641,Vistara,17:45,Delhi,18h 30m,1-stop,12:15,Hyderabad,"17,400",0.0
139651,Vistara,14:40,Mumbai,08h 05m,1-stop,22:45,Chennai,"5,368",0.0
139652,Vistara,20:25,Kolkata,15h 25m,1-stop,11:50,Bangalore,"11,853",0.0
139657,Air India,17:15,Kolkata,19h 25m,1-stop,12:40,Chennai,"7,420",0.0
139669,Air India,16:45,Delhi,25h 05m,1-stop,17:50,Mumbai,"7,607",0.0
139673,Indigo,13:55,Kolkata,02h 20m,non-stop,16:15,Hyderabad,"8,904",0.0
139674,Air India,06:10,Chennai,10h 05m,2+-stop,16:15,Bangalore,"25,938",0.0
139681,Indigo,17:30,Mumbai,04h 30m,1-stop,22:00,Delhi,"5,939",0.0
139689,Vistara,11:00,Hyderabad,11h 45m,2+-stop,22:45,Chennai,"7,976",0.0
139690,Vistara,07:00,Mumbai,15h 25m,1-stop,22:25,Delhi,"12,243",0.0
139695,Air India,17:15,Kolkata,15h 55m,1-stop,09:10,Delhi,"13,944",0.0
139698,Vistara,18:45,Kolkata,21h 35m,1-stop,16:20,Chennai,"14,620",0.0
139705,Indigo,01:15,Kolkata,02h 30m,non-stop,03:45,Delhi,"7,434",0.0
139713,Air India,20:20,Chennai,16h 10m,1-stop,12:30,Kolkata,"31,713",0.0
139720,Vistara,19:55,Bangalore,18h 10m,1-stop,14:05,Delhi,"14,997",0.0
139737,Vistara,14:20,Delhi,02h 10m,non-stop,16:30,Mumbai,"12,780",0.0
139740,Vistara,17:10,Chennai,05h 40m,1-stop,22:50,Mumbai,"5,040",0.0
139743,Vistara,06:55,Chennai,09h 35m,2+-stop,16:30,Mumbai,"12,408",0.0
139744,Vistara,12:45,Bangalore,31h 10m,2+-stop,19:55,Hyderabad,"11,057",0.0
139747,Indigo,08:40,Bangalore,02h 40m,non-stop,11:20,Kolkata,"7,278",0.0
139757,Indigo,13:55,Kolkata,04h 55m,1-stop,18:50,Chennai,"3,015",0.0
139759,Indigo,14:20,Delhi,02h 15m,non-stop,16:35,Mumbai,"8,370",0.0
139761,Indigo,09:50,Delhi,05h 30m,1-stop,15:20,Kolkata,"8,328",0.0
139764,Vistara,06:00,Mumbai,28h 50m,2+-stop,10:50,Bangalore,"14,657",0.0
139765,Air India,09:45,Delhi,12h 30m,1-stop,22:15,Bangalore,"17,505",0.0
139769,Indigo,12:45,Hyderabad,08h 55m,1-stop,21:40,Chennai,"6,757",0.0
139772,Air India,17:15,Kolkata,06h 30m,1-stop,23:45,Delhi,"14,364",0.0
139773,Vistara,16:00,Mumbai,06h 25m,1-stop,22:25,Delhi,"12,453",0.0
139777,Indigo,19:55,Chennai,07h 05m,1-stop,03:00,Kolkata,"5,352",0.0
139782,Air India,07:55,Mumbai,09h 10m,1-stop,17:05,Chennai,"4,877",0.0
139783,Vistara,13:20,Delhi,05h 00m,1-stop,18:20,Mumbai,"9,231",0.0
139793,Vistara,06:50,Hyderabad,09h 10m,1-stop,16:00,Bangalore,"32,751",0.0
139814,Vistara,12:15,Mumbai,20h 25m,2+-stop,08:40,Bangalore,"14,856",0.0
139816,Indigo,19:55,Kolkata,10h 00m,1-stop,05:55,Chennai,"4,170",0.0
139831,Vistara,07:00,Bangalore,14h 35m,1-stop,21:35,Mumbai,"15,898",0.0
139832,Vistara,10:45,Chennai,22h 50m,1-stop,09:35,Kolkata,"12,328",0.0
139833,Vistara,22:45,Mumbai,02h 10m,non-stop,00:55,Delhi,"2,389",0.0
139839,Air India,15:35,Mumbai,19h 15m,1-stop,10:50,Kolkata,"13,926",0.0
139852,Indigo,11:25,Kolkata,08h 10m,2+-stop,19:35,Bangalore,"16,307",0.0
139864,Air India,07:05,Mumbai,11h 55m,2+-stop,19:00,Chennai,"23,583",0.0
139867,Vistara,19:10,Mumbai,25h 45m,1-stop,20:55,Hyderabad,"3,434",0.0
139890,Air India,19:00,Mumbai,28h 35m,1-stop,23:35,Hyderabad,"5,089",0.0
139895,Indigo,13:10,Chennai,02h 25m,non-stop,15:35,Kolkata,"2,359",0.0
139900,GO FIRST,15:30,Hyderabad,07h 45m,1-stop,23:15,Mumbai,"4,764",0.0
139902,Air India,06:20,Chennai,39h 55m,1-stop,22:15,Bangalore,"14,493",0.0
139906,Indigo,11:20,Bangalore,09h 35m,1-stop,20:55,Hyderabad,"2,558",0.0
139908,Indigo,04:55,Kolkata,06h 15m,1-stop,11:10,Hyderabad,"3,401",0.0
139911,Indigo,09:05,Kolkata,10h 10m,1-stop,19:15,Mumbai,"4,515",0.0
139915,Air India,07:00,Kolkata,33h 25m,1-stop,16:25,Mumbai,"9,172",0.0
139925,Indigo,12:45,Hyderabad,04h 55m,1-stop,17:40,Kolkata,"11,231",0.0
139927,Air India,07:55,Mumbai,17h 55m,1-stop,01:50,Bangalore,"5,774",0.0
139935,Vistara,08:00,Bangalore,13h 15m,1-stop,21:15,Mumbai,"11,205",0.0
139936,Vistara,18:30,Mumbai,18h 05m,1-stop,12:35,Hyderabad,"11,664",0.0
139938,Indigo,14:50,Bangalore,06h 05m,1-stop,20:55,Hyderabad,"4,150",0.0
139953,Vistara,07:10,Kolkata,09h 10m,1-stop,16:20,Chennai,"6,744",0.0
139955,Air India,22:15,Hyderabad,13h 55m,1-stop,12:10,Kolkata,"17,053",0.0
139957,Air India,13:00,Kolkata,22h 55m,2+-stop,11:55,Hyderabad,"7,176",0.0
139961,Air India,13:30,Delhi,18h 50m,1-stop,08:20,Kolkata,"6,946",0.0
139962,Vistara,18:30,Mumbai,18h 05m,1-stop,12:35,Hyderabad,"4,674",0.0
139973,Vistara,15:55,Delhi,07h 35m,1-stop,23:30,Mumbai,"8,121",0.0
139984,Vistara,11:00,Hyderabad,09h 15m,2+-stop,20:15,Chennai,"10,000",0.0
139993,Indigo,15:45,Chennai,05h 00m,1-stop,20:45,Mumbai,"4,276",0.0
139994,Air India,17:50,Bangalore,23h 45m,1-stop,17:35,Hyderabad,"15,380",0.0
139995,Air India,11:35,Kolkata,12h 20m,1-stop,23:55,Delhi,"6,384",0.0
